AccidentDate,Timing,State,WeatherCondition,RoadCondition,Deaths,Reason
2010-06-23,Morning,Punjab,Rainy,Under Construction,3,Mechanical Failure
2001-06-07,Night,Uttar Pradesh,Clear,Under Construction,4,Poor Visibility
2010-04-20,Night,Mizoram,Rainy,Under Construction,9,Driver Fatigue
2007-10-04,Evening,Manipur,Rainy,Fine,2,Speeding
2005-07-03,Night,West Bengal,Clear,Under Construction,2,Reckless Driving
2013-10-03,Afternoon,Assam,Rainy,Rough,4,Road Conditions
2009-12-26,Night,Haryana,Foggy,Rough,10,Poor Visibility
2023-02-24,Night,Sikkim,Clear,Under Construction,8,Speeding
2017-01-28,Night,Tamil Nadu,Rainy,Fine,6,Reckless Driving
2013-08-24,Night,Madhya Pradesh,Rainy,Fine,10,Driver Fatigue
2000-08-11,Night,Himachal Pradesh,Rainy,Rough,1,Weather Conditions
2000-04-06,Afternoon,Kerala,Clear,Rough,8,Driver Fatigue
2011-08-07,Night,Telangana,Clear,Rough,3,Driver Fatigue
2002-08-27,Afternoon,Meghalaya,Foggy,Rough,4,Mechanical Failure
2018-10-27,Afternoon,Tripura,Rainy,Rough,9,Poor Visibility
2009-12-30,Evening,West Bengal,Clear,Under Construction,0,Mechanical Failure
2018-11-26,Afternoon,Rajasthan,Clear,Fine,0,Drunk Driving
2003-05-13,Afternoon,Karnataka,Foggy,Under Construction,2,Road Conditions
2017-12-23,Morning,Arunachal Pradesh,Rainy,Fine,1,Driver Fatigue
2011-11-12,Night,Telangana,Foggy,Rough,0,Speeding
2000-04-06,Morning,Bihar,Clear,Fine,5,Drunk Driving
2016-09-06,Morning,Himachal Pradesh,Rainy,Under Construction,6,Driver Fatigue
2001-10-02,Night,Telangana,Clear,Fine,10,Drunk Driving
2015-06-08,Morning,West Bengal,Rainy,Rough,8,Drunk Driving
2021-11-09,Night,Mizoram,Rainy,Rough,4,Speeding
2009-03-06,Morning,Haryana,Rainy,Fine,6,Driver Fatigue
2005-06-18,Evening,Odisha,Clear,Rough,1,Poor Visibility
2022-06-21,Evening,Odisha,Clear,Rough,7,Poor Visibility
2010-06-05,Afternoon,Meghalaya,Foggy,Rough,2,Distracted Driving
2017-03-20,Morning,Haryana,Rainy,Rough,10,Weather Conditions
2015-03-09,Night,Uttar Pradesh,Foggy,Under Construction,6,Poor Visibility
2023-01-10,Night,Jharkhand,Rainy,Rough,2,Mechanical Failure
2010-12-14,Afternoon,Telangana,Rainy,Fine,4,Weather Conditions
2003-06-01,Night,Kerala,Clear,Rough,8,Speeding
2003-06-15,Morning,Madhya Pradesh,Rainy,Under Construction,10,Reckless Driving
2000-10-26,Night,Chhattisgarh,Foggy,Fine,4,Mechanical Failure
2014-01-26,Morning,Chhattisgarh,Rainy,Under Construction,4,Drunk Driving
2005-06-05,Afternoon,Uttar Pradesh,Foggy,Under Construction,5,Poor Visibility
2012-03-23,Night,Telangana,Foggy,Under Construction,4,Distracted Driving
2021-08-01,Afternoon,Bihar,Rainy,Under Construction,8,Distracted Driving
2013-09-29,Night,Gujarat,Clear,Rough,10,Reckless Driving
2011-02-04,Afternoon,Andhra Pradesh,Clear,Fine,4,Road Conditions
2006-09-15,Night,Assam,Foggy,Rough,4,Reckless Driving
2003-04-14,Afternoon,Rajasthan,Foggy,Rough,8,Poor Visibility
2023-09-07,Night,Rajasthan,Foggy,Fine,10,Speeding
2022-02-22,Morning,Chhattisgarh,Clear,Fine,1,Mechanical Failure
2020-08-10,Night,Telangana,Clear,Rough,7,Drunk Driving
2005-01-15,Evening,Karnataka,Rainy,Rough,10,Driver Fatigue
2020-03-21,Night,Mizoram,Rainy,Rough,4,Poor Visibility
2008-10-07,Night,Nagaland,Rainy,Rough,3,Mechanical Failure
2021-11-20,Evening,Assam,Clear,Rough,2,Driver Fatigue
2023-02-27,Night,Bihar,Foggy,Under Construction,1,Distracted Driving
2022-04-30,Evening,Madhya Pradesh,Rainy,Fine,2,Speeding
2019-01-08,Morning,Kerala,Clear,Under Construction,2,Driver Fatigue
2004-10-29,Afternoon,Bihar,Foggy,Fine,0,Poor Visibility
2001-08-11,Morning,Tamil Nadu,Rainy,Rough,2,Mechanical Failure
2010-07-28,Evening,Manipur,Rainy,Under Construction,0,Driver Fatigue
2018-12-30,Morning,Andhra Pradesh,Foggy,Rough,8,Driver Fatigue
2009-06-26,Evening,Manipur,Foggy,Rough,3,Reckless Driving
2016-08-23,Evening,Uttarakhand,Rainy,Fine,7,Drunk Driving
2002-07-20,Night,Meghalaya,Foggy,Rough,7,Reckless Driving
2010-05-01,Night,Manipur,Foggy,Rough,10,Speeding
2012-02-21,Night,West Bengal,Clear,Rough,10,Weather Conditions
2003-08-12,Night,Himachal Pradesh,Clear,Fine,4,Mechanical Failure
2005-11-20,Morning,Assam,Foggy,Under Construction,10,Weather Conditions
2002-02-23,Night,Chhattisgarh,Foggy,Rough,0,Poor Visibility
2009-05-17,Afternoon,Mizoram,Clear,Rough,7,Mechanical Failure
2013-05-29,Night,Gujarat,Rainy,Rough,5,Drunk Driving
2002-06-23,Afternoon,Uttarakhand,Clear,Fine,5,Speeding
2018-12-14,Night,Punjab,Rainy,Rough,2,Driver Fatigue
2018-02-23,Morning,Manipur,Foggy,Fine,5,Mechanical Failure
2016-10-31,Night,Arunachal Pradesh,Foggy,Under Construction,5,Weather Conditions
2017-09-28,Evening,Uttar Pradesh,Clear,Fine,4,Speeding
2005-03-04,Evening,Uttar Pradesh,Clear,Rough,6,Drunk Driving
2012-07-01,Evening,Chhattisgarh,Rainy,Under Construction,8,Weather Conditions
2022-08-18,Afternoon,Arunachal Pradesh,Clear,Fine,7,Distracted Driving
2001-09-25,Evening,Uttarakhand,Clear,Under Construction,4,Poor Visibility
2020-08-19,Night,Jharkhand,Rainy,Fine,4,Road Conditions
2015-04-26,Afternoon,Himachal Pradesh,Clear,Under Construction,3,Poor Visibility
2010-02-12,Afternoon,Himachal Pradesh,Foggy,Fine,2,Reckless Driving
2020-07-05,Morning,Meghalaya,Rainy,Rough,4,Distracted Driving
2022-11-11,Morning,Tamil Nadu,Rainy,Under Construction,9,Road Conditions
2022-02-14,Night,Gujarat,Rainy,Rough,10,Road Conditions
2011-03-24,Morning,Jharkhand,Foggy,Fine,7,Road Conditions
2010-05-28,Afternoon,Rajasthan,Clear,Fine,1,Poor Visibility
2016-01-06,Night,Jharkhand,Foggy,Fine,3,Speeding
2018-08-01,Evening,Telangana,Foggy,Rough,7,Drunk Driving
2012-12-17,Night,Chhattisgarh,Foggy,Rough,9,Reckless Driving
2006-08-26,Night,Meghalaya,Clear,Rough,9,Speeding
2003-12-21,Afternoon,Bihar,Foggy,Under Construction,8,Mechanical Failure
2006-02-04,Afternoon,Himachal Pradesh,Foggy,Under Construction,10,Speeding
2012-12-14,Night,Punjab,Clear,Under Construction,4,Drunk Driving
2009-04-07,Afternoon,Uttarakhand,Rainy,Rough,9,Driver Fatigue
2011-11-14,Night,Rajasthan,Clear,Fine,5,Poor Visibility
2011-03-28,Night,Haryana,Rainy,Under Construction,9,Road Conditions
2011-05-31,Afternoon,Mizoram,Clear,Fine,9,Driver Fatigue
2001-10-04,Night,Gujarat,Rainy,Fine,8,Road Conditions
2016-08-29,Night,Meghalaya,Rainy,Rough,5,Poor Visibility
2013-03-25,Night,Uttar Pradesh,Clear,Fine,5,Poor Visibility
2003-08-20,Morning,Himachal Pradesh,Rainy,Under Construction,6,Mechanical Failure
2012-12-12,Evening,Andhra Pradesh,Foggy,Rough,6,Mechanical Failure
2011-08-31,Afternoon,West Bengal,Rainy,Fine,2,Speeding
2007-02-02,Afternoon,Himachal Pradesh,Clear,Rough,2,Driver Fatigue
2008-11-15,Night,Karnataka,Foggy,Fine,7,Speeding
2023-03-28,Night,Kerala,Clear,Fine,8,Distracted Driving
2019-06-19,Morning,Uttarakhand,Foggy,Under Construction,10,Speeding
2018-09-08,Night,Mizoram,Foggy,Under Construction,2,Driver Fatigue
2012-07-24,Night,Tamil Nadu,Foggy,Under Construction,2,Distracted Driving
2009-08-26,Morning,Jharkhand,Clear,Fine,1,Mechanical Failure
2007-11-21,Night,Gujarat,Foggy,Under Construction,3,Speeding
2021-02-21,Evening,Rajasthan,Foggy,Rough,8,Distracted Driving
2007-11-26,Evening,Gujarat,Rainy,Fine,7,Driver Fatigue
2001-09-30,Afternoon,Arunachal Pradesh,Foggy,Under Construction,4,Speeding
2003-11-14,Afternoon,Haryana,Foggy,Fine,8,Weather Conditions
2016-03-25,Evening,Uttarakhand,Foggy,Fine,2,Drunk Driving
2020-04-24,Afternoon,Maharashtra,Rainy,Rough,1,Mechanical Failure
2001-05-24,Night,Uttarakhand,Clear,Rough,6,Road Conditions
2010-09-26,Afternoon,Arunachal Pradesh,Foggy,Fine,4,Poor Visibility
2023-10-11,Night,Nagaland,Rainy,Rough,5,Road Conditions
2000-02-28,Evening,West Bengal,Rainy,Rough,4,Drunk Driving
2000-06-02,Night,Uttar Pradesh,Rainy,Fine,8,Mechanical Failure
2020-01-06,Morning,Punjab,Clear,Under Construction,3,Mechanical Failure
2016-12-03,Evening,Odisha,Clear,Fine,5,Speeding
2010-06-05,Evening,Gujarat,Rainy,Fine,0,Weather Conditions
2004-08-19,Afternoon,Jharkhand,Clear,Rough,1,Road Conditions
2008-09-20,Night,Bihar,Foggy,Fine,10,Drunk Driving
2023-07-02,Night,Chhattisgarh,Rainy,Rough,1,Road Conditions
2006-07-03,Morning,West Bengal,Foggy,Fine,5,Road Conditions
2020-10-02,Morning,Gujarat,Rainy,Under Construction,9,Poor Visibility
2007-09-15,Afternoon,Punjab,Clear,Under Construction,3,Weather Conditions
2018-06-16,Night,Uttar Pradesh,Clear,Rough,4,Poor Visibility
2021-10-04,Afternoon,Goa,Foggy,Fine,10,Mechanical Failure
2007-12-23,Night,Telangana,Clear,Under Construction,9,Mechanical Failure
2021-06-02,Night,Bihar,Clear,Fine,5,Weather Conditions
2020-01-15,Morning,Kerala,Clear,Fine,4,Speeding
2022-07-02,Afternoon,Madhya Pradesh,Foggy,Rough,3,Distracted Driving
2011-01-13,Night,Bihar,Clear,Under Construction,1,Weather Conditions
2019-09-12,Evening,Arunachal Pradesh,Foggy,Under Construction,1,Poor Visibility
2003-07-08,Night,Uttarakhand,Foggy,Fine,7,Weather Conditions
2009-09-04,Evening,Telangana,Clear,Under Construction,2,Drunk Driving
2011-03-19,Morning,Tripura,Rainy,Fine,6,Distracted Driving
2021-02-03,Night,Tamil Nadu,Clear,Rough,4,Drunk Driving
2018-05-08,Afternoon,Punjab,Clear,Under Construction,0,Distracted Driving
2021-03-13,Afternoon,Gujarat,Rainy,Rough,0,Poor Visibility
2017-05-23,Morning,Andhra Pradesh,Foggy,Under Construction,4,Distracted Driving
2002-06-10,Morning,Rajasthan,Foggy,Fine,9,Road Conditions
2016-10-28,Afternoon,Telangana,Clear,Rough,6,Speeding
2005-03-18,Afternoon,Tripura,Rainy,Rough,4,Poor Visibility
2004-12-29,Night,Uttarakhand,Clear,Under Construction,10,Drunk Driving
2011-03-31,Morning,Maharashtra,Foggy,Rough,4,Weather Conditions
2000-02-21,Evening,Mizoram,Foggy,Rough,1,Reckless Driving
2022-09-26,Afternoon,Jharkhand,Clear,Under Construction,8,Speeding
2000-12-28,Night,Manipur,Rainy,Rough,6,Reckless Driving
2006-08-30,Morning,Uttarakhand,Foggy,Fine,1,Road Conditions
2003-02-21,Night,Tripura,Foggy,Fine,2,Drunk Driving
2010-02-27,Night,Tripura,Rainy,Fine,7,Mechanical Failure
2012-01-24,Morning,Assam,Foggy,Fine,0,Road Conditions
2020-05-24,Morning,Rajasthan,Rainy,Rough,8,Driver Fatigue
2015-12-25,Night,Telangana,Clear,Rough,3,Reckless Driving
2010-09-04,Night,Odisha,Foggy,Under Construction,6,Distracted Driving
2012-04-14,Afternoon,Maharashtra,Clear,Under Construction,7,Driver Fatigue
2022-10-18,Night,Kerala,Clear,Rough,0,Speeding
2019-08-01,Morning,Andhra Pradesh,Rainy,Fine,0,Mechanical Failure
2021-07-24,Night,Sikkim,Foggy,Fine,0,Road Conditions
2007-04-01,Morning,Uttarakhand,Clear,Under Construction,7,Weather Conditions
2020-06-19,Afternoon,Manipur,Foggy,Fine,6,Poor Visibility
2007-05-21,Night,Odisha,Clear,Fine,2,Driver Fatigue
2003-08-19,Morning,Telangana,Rainy,Under Construction,9,Driver Fatigue
2010-03-08,Night,Sikkim,Clear,Under Construction,8,Driver Fatigue
2021-09-01,Night,Karnataka,Foggy,Fine,7,Reckless Driving
2006-01-23,Evening,Tamil Nadu,Rainy,Under Construction,2,Driver Fatigue
2006-08-27,Afternoon,Gujarat,Clear,Under Construction,0,Mechanical Failure
2015-12-13,Afternoon,Nagaland,Foggy,Fine,2,Road Conditions
2020-03-21,Afternoon,Karnataka,Clear,Fine,2,Drunk Driving
2017-07-15,Evening,Punjab,Foggy,Rough,10,Reckless Driving
2001-05-04,Afternoon,Nagaland,Foggy,Fine,5,Reckless Driving
2007-09-13,Night,West Bengal,Foggy,Under Construction,0,Weather Conditions
2015-07-26,Morning,Rajasthan,Clear,Under Construction,0,Speeding
2012-08-05,Evening,Tamil Nadu,Rainy,Fine,8,Speeding
2006-08-08,Evening,Sikkim,Clear,Under Construction,2,Poor Visibility
2012-03-29,Afternoon,Jharkhand,Clear,Rough,9,Poor Visibility
2023-04-14,Evening,Telangana,Clear,Fine,10,Distracted Driving
2004-01-18,Night,Tripura,Clear,Under Construction,7,Mechanical Failure
2023-09-28,Evening,Uttar Pradesh,Clear,Rough,10,Mechanical Failure
2017-06-17,Afternoon,Tripura,Clear,Fine,0,Speeding
2023-03-29,Morning,Tamil Nadu,Clear,Under Construction,4,Drunk Driving
2013-09-24,Afternoon,Haryana,Foggy,Under Construction,10,Distracted Driving
2000-04-12,Afternoon,Nagaland,Rainy,Rough,5,Mechanical Failure
2006-10-27,Night,Mizoram,Rainy,Rough,0,Driver Fatigue
2021-05-13,Night,Tripura,Foggy,Under Construction,9,Speeding
2008-01-07,Morning,Mizoram,Foggy,Fine,3,Mechanical Failure
2009-12-09,Night,Arunachal Pradesh,Rainy,Rough,6,Road Conditions
2012-12-08,Afternoon,Rajasthan,Clear,Under Construction,0,Reckless Driving
2016-06-13,Afternoon,Kerala,Rainy,Fine,7,Driver Fatigue
2007-02-16,Night,Karnataka,Clear,Under Construction,10,Drunk Driving
2017-10-07,Morning,Assam,Clear,Rough,6,Road Conditions
2022-11-04,Night,Goa,Foggy,Rough,8,Weather Conditions
2003-10-02,Night,Odisha,Clear,Rough,5,Poor Visibility
2009-06-15,Night,Tamil Nadu,Clear,Fine,4,Speeding
2002-08-06,Afternoon,Haryana,Rainy,Rough,10,Distracted Driving
2022-02-15,Night,Chhattisgarh,Rainy,Under Construction,1,Mechanical Failure
2017-06-10,Morning,West Bengal,Rainy,Rough,1,Weather Conditions
2007-01-02,Morning,Mizoram,Clear,Rough,1,Road Conditions
2005-06-18,Night,Madhya Pradesh,Foggy,Rough,2,Speeding
2001-04-13,Morning,Assam,Foggy,Under Construction,4,Poor Visibility
2006-09-12,Morning,Odisha,Foggy,Fine,0,Driver Fatigue
2010-01-23,Night,Tamil Nadu,Foggy,Under Construction,8,Poor Visibility
2020-11-15,Morning,Madhya Pradesh,Foggy,Rough,9,Road Conditions
2019-12-14,Afternoon,Manipur,Foggy,Fine,8,Poor Visibility
2005-03-15,Afternoon,Chhattisgarh,Foggy,Fine,7,Poor Visibility
2014-11-11,Night,Rajasthan,Clear,Fine,5,Road Conditions
2011-03-10,Afternoon,Mizoram,Rainy,Rough,6,Poor Visibility
2015-07-12,Night,Meghalaya,Foggy,Rough,4,Speeding
2019-05-09,Evening,Gujarat,Clear,Under Construction,4,Poor Visibility
2012-08-20,Morning,Assam,Foggy,Fine,0,Drunk Driving
2005-12-31,Morning,Uttarakhand,Foggy,Rough,10,Mechanical Failure
2022-10-28,Afternoon,Madhya Pradesh,Rainy,Under Construction,6,Distracted Driving
2006-10-28,Afternoon,Meghalaya,Clear,Rough,5,Poor Visibility
2023-09-08,Afternoon,Himachal Pradesh,Clear,Under Construction,4,Poor Visibility
2007-03-28,Morning,Mizoram,Foggy,Under Construction,7,Driver Fatigue
2019-10-23,Morning,Odisha,Foggy,Fine,6,Drunk Driving
2021-06-01,Night,Jharkhand,Rainy,Fine,0,Weather Conditions
2007-10-12,Afternoon,Assam,Clear,Under Construction,1,Reckless Driving
2006-02-14,Evening,Tripura,Foggy,Fine,3,Drunk Driving
2012-06-20,Night,Haryana,Rainy,Rough,0,Weather Conditions
2017-02-16,Morning,Uttarakhand,Rainy,Under Construction,7,Driver Fatigue
2013-05-16,Afternoon,West Bengal,Clear,Under Construction,1,Poor Visibility
2000-11-15,Afternoon,Uttarakhand,Rainy,Rough,0,Weather Conditions
2011-01-26,Afternoon,Bihar,Clear,Fine,7,Drunk Driving
2021-07-29,Afternoon,Mizoram,Clear,Rough,4,Distracted Driving
2015-02-01,Evening,Jharkhand,Clear,Under Construction,5,Driver Fatigue
2011-04-20,Evening,Haryana,Clear,Fine,6,Driver Fatigue
2012-07-18,Afternoon,Rajasthan,Foggy,Rough,10,Road Conditions
2018-10-30,Morning,Karnataka,Foggy,Rough,0,Poor Visibility
2012-07-20,Evening,Madhya Pradesh,Rainy,Under Construction,1,Driver Fatigue
2005-08-31,Afternoon,Jharkhand,Rainy,Rough,2,Road Conditions
2011-05-26,Night,Meghalaya,Clear,Rough,2,Mechanical Failure
2015-04-26,Afternoon,Tripura,Clear,Rough,9,Road Conditions
2002-09-09,Morning,Assam,Clear,Rough,7,Distracted Driving
2020-08-21,Morning,Uttarakhand,Rainy,Rough,2,Reckless Driving
2004-11-01,Morning,Gujarat,Clear,Rough,6,Reckless Driving
2007-01-08,Night,Mizoram,Clear,Under Construction,7,Speeding
2012-10-01,Night,Uttar Pradesh,Clear,Fine,0,Mechanical Failure
2012-11-26,Afternoon,Goa,Rainy,Fine,1,Driver Fatigue
2010-04-24,Morning,Rajasthan,Foggy,Under Construction,6,Weather Conditions
2005-11-18,Evening,Uttarakhand,Foggy,Rough,0,Mechanical Failure
2018-06-01,Morning,West Bengal,Foggy,Under Construction,9,Road Conditions
2018-03-09,Night,Tamil Nadu,Clear,Rough,9,Speeding
2019-10-31,Night,Odisha,Clear,Fine,10,Drunk Driving
2009-09-16,Evening,Chhattisgarh,Rainy,Fine,6,Reckless Driving
2021-08-02,Night,Assam,Rainy,Rough,1,Weather Conditions
2002-03-14,Night,Kerala,Foggy,Under Construction,6,Speeding
2023-01-20,Afternoon,Andhra Pradesh,Rainy,Rough,8,Reckless Driving
2009-09-28,Evening,Telangana,Rainy,Fine,6,Drunk Driving
2009-04-08,Afternoon,Kerala,Rainy,Under Construction,4,Road Conditions
2011-05-24,Afternoon,Mizoram,Rainy,Fine,7,Road Conditions
2003-02-21,Night,Bihar,Clear,Under Construction,9,Speeding
2019-03-20,Morning,Uttar Pradesh,Foggy,Fine,8,Road Conditions
2002-09-08,Night,Uttar Pradesh,Rainy,Rough,0,Weather Conditions
2000-02-23,Evening,Goa,Rainy,Fine,10,Driver Fatigue
2008-05-27,Afternoon,Madhya Pradesh,Rainy,Rough,0,Road Conditions
2017-07-19,Night,Himachal Pradesh,Clear,Under Construction,3,Reckless Driving
2011-06-21,Night,Arunachal Pradesh,Rainy,Rough,10,Mechanical Failure
2014-06-03,Night,Odisha,Rainy,Rough,6,Road Conditions
2006-04-07,Night,Chhattisgarh,Rainy,Rough,10,Drunk Driving
2012-07-08,Afternoon,Assam,Clear,Under Construction,2,Driver Fatigue
2011-11-29,Afternoon,Maharashtra,Rainy,Under Construction,9,Mechanical Failure
2003-06-09,Night,Madhya Pradesh,Clear,Under Construction,10,Weather Conditions
2010-12-12,Night,Bihar,Rainy,Under Construction,2,Mechanical Failure
2020-10-15,Afternoon,Tamil Nadu,Clear,Rough,3,Driver Fatigue
2021-01-31,Night,Maharashtra,Clear,Under Construction,3,Reckless Driving
2012-09-23,Night,Meghalaya,Rainy,Rough,10,Driver Fatigue
2000-07-28,Morning,Maharashtra,Clear,Under Construction,4,Reckless Driving
2011-08-04,Morning,Haryana,Clear,Fine,8,Mechanical Failure
2007-11-13,Evening,Jharkhand,Rainy,Rough,7,Drunk Driving
2018-01-29,Evening,Gujarat,Clear,Under Construction,7,Weather Conditions
2004-08-03,Evening,Assam,Foggy,Fine,7,Speeding
2017-07-01,Afternoon,Kerala,Rainy,Rough,7,Weather Conditions
2000-04-29,Afternoon,Sikkim,Rainy,Fine,1,Drunk Driving
2015-03-24,Morning,Gujarat,Foggy,Under Construction,0,Weather Conditions
2000-12-12,Morning,Bihar,Clear,Under Construction,1,Speeding
2000-05-09,Evening,Bihar,Clear,Fine,7,Reckless Driving
2014-12-22,Evening,Punjab,Rainy,Rough,4,Reckless Driving
2006-04-22,Morning,Nagaland,Foggy,Fine,0,Drunk Driving
2011-08-02,Evening,Uttarakhand,Clear,Rough,5,Poor Visibility
2008-11-25,Afternoon,Assam,Clear,Rough,8,Speeding
2004-03-06,Night,Manipur,Rainy,Under Construction,3,Driver Fatigue
2005-12-17,Night,Nagaland,Rainy,Under Construction,10,Distracted Driving
2003-10-31,Morning,Gujarat,Clear,Rough,4,Road Conditions
2012-07-28,Night,Himachal Pradesh,Rainy,Rough,4,Reckless Driving
2008-01-26,Afternoon,Bihar,Clear,Rough,10,Road Conditions
2015-03-01,Afternoon,Gujarat,Rainy,Rough,0,Weather Conditions
2008-06-07,Afternoon,Andhra Pradesh,Clear,Under Construction,8,Reckless Driving
2007-04-25,Evening,Kerala,Clear,Rough,0,Road Conditions
2014-05-11,Night,Tripura,Clear,Under Construction,0,Distracted Driving
2021-09-18,Night,Assam,Foggy,Fine,9,Distracted Driving
2022-01-04,Morning,Uttar Pradesh,Clear,Fine,5,Weather Conditions
2002-05-30,Morning,Tamil Nadu,Foggy,Fine,9,Road Conditions
2014-04-19,Afternoon,Himachal Pradesh,Foggy,Fine,2,Road Conditions
2023-08-12,Afternoon,Sikkim,Foggy,Rough,4,Reckless Driving
2006-05-17,Morning,Nagaland,Clear,Fine,3,Road Conditions
2019-04-25,Afternoon,Tripura,Rainy,Under Construction,7,Driver Fatigue
2012-04-09,Afternoon,Meghalaya,Rainy,Under Construction,7,Drunk Driving
2016-07-13,Night,Maharashtra,Rainy,Fine,1,Distracted Driving
2017-04-21,Night,Mizoram,Foggy,Rough,4,Distracted Driving
2015-09-15,Afternoon,Punjab,Clear,Rough,6,Road Conditions
2012-12-22,Morning,Uttar Pradesh,Clear,Under Construction,5,Speeding
2023-05-27,Afternoon,Nagaland,Rainy,Under Construction,7,Driver Fatigue
2006-06-21,Night,West Bengal,Clear,Rough,8,Drunk Driving
2022-03-17,Night,Kerala,Clear,Fine,4,Distracted Driving
2001-08-03,Night,Haryana,Clear,Rough,0,Mechanical Failure
2011-05-23,Night,Himachal Pradesh,Clear,Fine,8,Poor Visibility
2011-05-31,Night,Chhattisgarh,Rainy,Rough,2,Mechanical Failure
2018-02-25,Night,Nagaland,Foggy,Fine,6,Poor Visibility
2006-08-22,Morning,Tripura,Clear,Under Construction,4,Road Conditions
2001-09-13,Morning,Gujarat,Clear,Rough,0,Speeding
2003-02-21,Afternoon,Mizoram,Rainy,Under Construction,1,Reckless Driving
2006-03-02,Morning,Bihar,Rainy,Under Construction,0,Distracted Driving
2019-01-03,Night,Maharashtra,Foggy,Rough,7,Weather Conditions
2021-03-27,Morning,Telangana,Foggy,Rough,1,Weather Conditions
2023-06-09,Afternoon,Sikkim,Foggy,Rough,8,Mechanical Failure
2005-11-15,Night,Punjab,Rainy,Fine,0,Driver Fatigue
2010-08-13,Evening,Himachal Pradesh,Rainy,Under Construction,7,Road Conditions
2003-12-09,Morning,Nagaland,Rainy,Rough,2,Speeding
2017-04-06,Night,Rajasthan,Foggy,Under Construction,2,Road Conditions
2013-09-01,Afternoon,Rajasthan,Clear,Rough,3,Poor Visibility
2005-12-01,Morning,Meghalaya,Rainy,Fine,5,Weather Conditions
2020-11-13,Evening,Haryana,Clear,Under Construction,10,Poor Visibility
2003-04-20,Evening,Haryana,Foggy,Rough,4,Weather Conditions
2016-01-17,Afternoon,Odisha,Rainy,Under Construction,3,Distracted Driving
